utterance,speaker,word_index,word,human_stress,human_correct,ctc_viterbi_primary_probability,ctc_viterbi_canonical_location_correct,mfa_primary_probability,mfa_canonical_location_correct
010610057,1061,1,LILLY,10.0,1,0.4013,0,0.4013,0
010610067,1061,0,PETER,10.0,1,0.8808,1,0.4013,0
010610067,1061,3,TURKEY,10.0,1,0.8808,1,0.4013,0
010610069,1061,0,SANDY,10.0,1,0.8808,1,0.8808,1
010610087,1061,0,BILLY,10.0,1,0.8808,1,0.4013,0
010610113,1061,0,BETTY,10.0,1,0.8808,1,0.8808,1
010610129,1061,3,GARLIC,10.0,1,0.8808,1,0.8808,1
010610171,1061,3,DOING,10.0,1,0.8808,1,0.5987,1
010750010,1075,2,TIGER,10.0,1,0.8808,1,0.8808,1
010750021,1075,0,LUCY,10.0,1,0.8808,1,0.4013,0
010750021,1075,4,ZEBRA,10.0,1,0.8808,1,0.8808,1
010750024,1075,0,SANDY,10.0,1,0.4013,0,0.4013,0
010750060,1075,0,BILLY,10.0,1,0.8808,1,0.8808,1
010750062,1075,0,BENNY,10.0,1,0.8808,1,0.4013,0
010750117,1075,0,HONEY,10.0,1,0.8808,1,0.8808,1
010760089,1076,0,RARELY,10.0,1,0.4013,0,0.4013,0
010760111,1076,0,BETTY,10.0,1,0.4013,0,0.4013,0
010760111,1076,4,MUSIC,10.0,1,0.4013,0,0.8808,1
010760116,1076,0,MANDY,10.0,1,0.8808,1,0.8808,1
010760116,1076,2,WALKING,10.0,1,0.4013,0,0.4013,0
010760162,1076,1,HAPPY,10.0,1,0.8808,1,0.4013,0
010990048,1099,3,ONLY,10.0,1,0.8808,1,0.8808,1
010990082,1099,7,WOUNDED,10.0,1,0.8808,1,0.4013,0
010990087,1099,8,CHRISTMAS,10.0,1,0.4013,0,0.4013,0
010990218,1099,4,GROWING,10.0,1,0.8808,1,0.8808,1
010990239,1099,3,VERY,10.0,1,0.8808,1,0.8808,1
010990239,1099,4,CREATIVE,10.0,1,0.5341,1,0.5957,1
011090011,1109,3,IMPORTANT,10.0,1,0.2333,0,0.2413,0
011090020,1109,6,PROTECTION,10.0,1,0.3373,0,0.1077,0
011090140,1109,3,BELIEVE,10.0,1,0.5987,1,0.5987,1
011090140,1109,9,DIFFERENCE,10.0,1,0.5987,1,0.5987,1
011090154,1109,6,CONTROL,5.0,0,0.1192,0,0.8808,1
011090235,1109,0,SEEING,10.0,1,0.8808,1,0.4013,0
011090277,1109,3,GOING,10.0,1,0.8808,1,0.4013,0
011090333,1109,8,QUESTION,10.0,1,0.8808,1,0.8808,1
011090334,1109,4,BELIEVE,10.0,1,0.5987,1,0.8808,1
011090334,1109,6,SOMETHING,10.0,1,0.8808,1,0.8808,1
011090359,1109,7,HAVING,10.0,1,0.8808,1,0.8808,1
011350001,1135,7,SUCCESS,10.0,1,0.5987,1,0.5987,1
011350026,1135,6,CONCERN,10.0,1,0.5987,1,0.5987,1
011350026,1135,8,ALARM,10.0,1,0.8808,1,0.8808,1
011350027,1135,0,STARTING,10.0,1,0.8808,1,0.8808,1
011350064,1135,5,AWAY,10.0,1,0.8808,1,0.8808,1
011350116,1135,0,LOOKING,10.0,1,0.8808,1,0.8808,1
011350141,1135,8,WATER,10.0,1,0.8808,1,0.8808,1
011350141,1135,9,LATELY,10.0,1,0.8808,1,0.4013,0
011350158,1135,4,LATER,10.0,1,0.8808,1,0.8808,1
011350190,1135,8,DESIGN,10.0,1,0.8808,1,0.8808,1
011350215,1135,1,AWAY,10.0,1,0.8808,1,0.8808,1
011350218,1135,1,READY,10.0,1,0.8808,1,0.8808,1
011350221,1135,1,KIDDING,10.0,1,0.8808,1,0.8808,1
011350225,1135,2,ONLY,10.0,1,0.8808,1,0.8808,1
011350249,1135,7,OTHER,10.0,1,0.8808,1,0.8808,1
011350290,1135,6,COMPANY,10.0,1,0.7135,1,0.8025,1
011350303,1135,0,SUPPORTING,10.0,1,0.3975,0,0.5246,1
011350303,1135,2,OTHER,10.0,1,0.8808,1,0.8808,1
011350318,1135,2,ONLY,10.0,1,0.8808,1,0.8808,1
011350345,1135,3,NOTHING,10.0,1,0.8808,1,0.8808,1
011350345,1135,4,UNTIL,10.0,1,0.5987,1,0.5987,1
011350345,1135,7,AFFAIR,10.0,1,0.8808,1,0.8808,1
011350345,1135,9,OVER,10.0,1,0.8808,1,0.8808,1
011350374,1135,3,POLICE,10.0,1,0.5987,1,0.5987,1
011350374,1135,4,ABOUT,10.0,1,0.8808,1,0.8808,1
011560005,1156,7,FINANCIAL,10.0,1,0.8034,1,0.7857,1
011560005,1156,8,STANDPOINT,10.0,1,0.4013,0,0.8808,1
011560058,1156,2,DANGEROUS,10.0,1,0.0994,0,0.3155,0
011560058,1156,7,DOCTOR,10.0,1,0.8808,1,0.8808,1
011560063,1156,5,GOING,10.0,1,0.8808,1,0.8808,1
011560068,1156,9,SITUATION,10.0,1,0.6084,1,0.5367,1
011560075,1156,7,BELIEVE,10.0,1,0.8808,1,0.8808,1
011560086,1156,8,COLORS,10.0,1,0.8808,1,0.8808,1
011560100,1156,4,UNDER,10.0,1,0.4013,0,0.4013,0
011560117,1156,2,ADDITION,10.0,1,0.6897,1,0.7559,1
011560117,1156,5,COLLECTION,10.0,1,0.7804,1,0.7488,1
011560184,1156,2,TAKING,10.0,1,0.8808,1,0.8808,1
011560184,1156,8,STORY,10.0,1,0.8808,1,0.4013,0
011560192,1156,1,GOING,10.0,1,0.8808,1,0.8808,1
011560192,1156,6,CRAZY,10.0,1,0.8808,1,0.8808,1
011560192,1156,7,MOMENT,10.0,1,0.8808,1,0.8808,1
011560269,1156,4,SOMETHING,10.0,1,0.4013,0,0.8808,1
011560275,1156,0,TAKING,10.0,1,0.8808,1,0.8808,1
011560289,1156,3,GOING,10.0,1,0.8808,1,0.8808,1
011560289,1156,5,HAPPEN,10.0,1,0.8808,1,0.8808,1
011560320,1156,2,GOING,10.0,1,0.8808,1,0.8808,1
011560320,1156,6,USUAL,10.0,1,0.6119,1,0.5401,1
011560353,1156,4,BLACKNESS,10.0,1,0.4013,0,0.8808,1
011810168,1181,0,BECAUSE,10.0,1,0.5987,1,0.5987,1
011810173,1181,5,WORKING,10.0,1,0.4013,0,0.4013,0
011810197,1181,8,THEMSELVES,10.0,1,0.8808,1,0.5987,1
011810206,1181,0,BLESSING,10.0,1,0.8808,1,0.8808,1
011810213,1181,0,EATING,10.0,1,0.4013,0,0.1192,0
011810214,1181,4,SUPPOSED,10.0,1,0.8808,1,0.8808,1
011810246,1181,3,ONLY,10.0,1,0.8808,1,0.8808,1
011810280,1181,5,TOGETHER,10.0,1,0.7385,1,0.431,1
011810284,1181,6,ANYTHING,10.0,1,0.7261,1,0.6108,1
011810284,1181,9,ATTEND,10.0,1,0.8808,1,0.8808,1
011810334,1181,2,ADMIT,10.0,1,0.4013,0,0.4013,0
011810334,1181,5,HIMSELF,10.0,1,0.5987,1,0.5987,1
011810377,1181,7,EXPECTED,10.0,1,0.8015,1,0.8066,1
011860256,1186,3,MANY,10.0,1,0.4013,0,0.8808,1
011860264,1186,0,EXCITED,10.0,1,0.4907,1,0.6405,1
011860264,1186,2,GOING,10.0,1,0.8808,1,0.8808,1
011860292,1186,4,VERY,10.0,1,0.8808,1,0.8808,1
011860317,1186,1,EASY,10.0,1,0.4013,0,0.4013,0
011860317,1186,2,PREVAIL,10.0,1,0.5987,1,0.5987,1
011860317,1186,3,SYSTEM,10.0,1,0.4013,0,0.4013,0
011860361,1186,2,NEVER,10.0,1,0.4013,0,0.4013,0
011860363,1186,0,AM,10.0,1,0.4013,0,0.4013,0
011860363,1186,2,NEVER,10.0,1,0.4013,0,0.4013,0
011860363,1186,5,ALLOWED,10.0,1,0.8808,1,0.8808,1
011860363,1186,8,ANYTHING,10.0,1,0.6671,1,0.173,0
012280016,1228,0,REALITY,5.0,0,0.6273,1,0.2292,0
012280016,1228,4,DRAMATIC,5.0,0,0.1235,0,0.1363,0
012280053,1228,2,EXPECTED,10.0,1,0.5451,1,0.6364,1
012280054,1228,2,ONLY,10.0,1,0.8808,1,0.8808,1
012280054,1228,7,SECOND,10.0,1,0.8808,1,0.8808,1
012280173,1228,0,ALREADY,10.0,1,0.6171,1,0.801,1
012280201,1228,2,MORNING,10.0,1,0.8808,1,0.8808,1
012280243,1228,5,ANOTHER,10.0,1,0.6004,1,0.6031,1
012280261,1228,2,SUPPOSED,10.0,1,0.8808,1,0.4013,0
012280261,1228,6,SURPRISE,10.0,1,0.8808,1,0.5987,1
012280262,1228,2,ALLOWED,10.0,1,0.8808,1,0.8808,1
012280262,1228,5,ANGRY,10.0,1,0.8808,1,0.8808,1
012280308,1228,0,EXISTENCE,10.0,1,0.136,0,0.3361,0
012280308,1228,3,BETTER,10.0,1,0.8808,1,0.8808,1
012280308,1228,5,EVERY,10.0,1,0.8808,1,0.8808,1
012280343,1228,2,DEPEND,10.0,1,0.5987,1,0.5987,1
012920062,1292,1,NOTHING,10.0,1,0.8808,1,0.4013,0
012920073,1292,2,MONEY,10.0,1,0.8808,1,0.8808,1
012920073,1292,4,CHRISTMAS,10.0,1,0.8808,1,0.8808,1
012920085,1292,4,BETTER,10.0,1,0.8808,1,0.8808,1
012920146,1292,6,VOTED,10.0,1,0.8808,1,0.8808,1
012920158,1292,5,AGAIN,10.0,1,0.1192,0,0.8808,1
012920214,1292,0,SOMETIMES,10.0,1,0.1192,0,0.5987,1
012920254,1292,0,LISTENING,10.0,1,0.4013,0,0.4013,0
012920254,1292,5,PUBLIC,10.0,1,0.4013,0,0.8808,1
012920259,1292,0,ALSO,10.0,1,0.8808,1,0.8808,1
012920268,1292,6,GOING,10.0,1,0.8808,1,0.8808,1
012920268,1292,8,IMPACT,10.0,1,0.8808,1,0.8808,1
012920299,1292,0,AWARDED,10.0,1,0.8053,1,0.8036,1
012920301,1292,0,SUMMER,10.0,1,0.8808,1,0.4013,0
012930008,1293,6,EXPLOSION,10.0,1,0.7707,1,0.8056,1
012930012,1293,3,SUPPOSED,10.0,1,0.8808,1,0.8808,1
012930028,1293,5,COMPANY,10.0,1,0.6418,1,0.2908,0
012930037,1293,1,RESULT,10.0,1,0.8808,1,0.8808,1
012930037,1293,5,PRETTY,10.0,1,0.8808,1,0.8808,1
012930040,1293,0,ANYTHING,10.0,1,0.1712,0,0.3609,0
012930051,1293,1,SALUTE,10.0,1,0.5987,1,0.5987,1
012930097,1293,4,PRESIDENT,10.0,1,0.7646,1,0.7935,1
012930097,1293,6,INTEND,10.0,1,0.8808,1,0.1192,0
012930114,1293,4,CRITICAL,10.0,1,0.7503,1,0.7752,1
012930114,1293,5,CONDITION,10.0,1,0.6198,1,0.6908,1
012930139,1293,3,ANY,10.0,1,0.4013,0,0.8808,1
012930139,1293,4,QUESTIONS,10.0,1,0.8808,1,0.8808,1
012930195,1293,6,INTERESTS,10.0,1,0.5987,1,0.5987,1
012930240,1293,7,WEEKEND,10.0,1,0.8808,1,0.8808,1
012930266,1293,0,FREEDOM,10.0,1,0.8808,1,0.8808,1
013340007,1334,5,HIMSELF,10.0,1,0.5987,1,0.5987,1
013340034,1334,0,SOMETHING,10.0,1,0.8808,1,0.8808,1
013340046,1334,5,DRAMA,10.0,1,0.8808,1,0.8808,1
013340137,1334,2,WANTED,10.0,1,0.8808,1,0.8808,1
013340204,1334,5,DESPAIR,10.0,1,0.5987,1,0.8808,1
013340217,1334,6,UNDERSTANDING,10.0,1,0.4415,1,0.5888,1
013340243,1334,7,MYSELF,10.0,1,0.5987,1,0.5987,1
013340255,1334,2,GOING,10.0,1,0.8808,1,0.4013,0
013340255,1334,6,BUSY,10.0,1,0.4013,0,0.8808,1
013340255,1334,7,EVENING,10.0,1,0.8808,1,0.8808,1
013340259,1334,3,ONLY,10.0,1,0.4013,0,0.4013,0
013340345,1334,3,SHOULDER,10.0,1,0.8808,1,0.8808,1
013340375,1334,4,ANYONE,10.0,1,0.4485,1,0.8065,1
013340378,1334,2,WANTED,10.0,1,0.8808,1,0.8808,1
014040005,1404,1,TURKEY,10.0,1,0.4013,0,0.4013,0
014040027,1404,2,CANADA,10.0,1,0.7843,1,0.7569,1
014040052,1404,0,JAYME,5.0,0,0.4013,0,0.4013,0
014040052,1404,3,BIKING,5.0,0,0.4013,0,0.4013,0
014040096,1404,3,SUNGLASSES,5.0,0,0.8008,1,0.7799,1
014040097,1404,2,LOVELY,10.0,1,0.4013,0,0.8808,1
014040097,1404,3,SHINY,5.0,0,0.8808,1,0.8808,1
014040109,1404,0,CASEY,10.0,1,0.8808,1,0.8808,1
014040111,1404,2,WALKING,10.0,1,0.1192,0,0.4013,0
014040111,1404,4,SCIENCE,10.0,1,0.4013,0,0.4013,0
014040111,1404,5,MUSEUM,10.0,1,0.1989,0,0.1288,0
014040122,1404,5,CUCUMBER,5.0,0,0.7687,1,0.6521,1
014040145,1404,0,SANDY,10.0,1,0.8808,1,0.4013,0
014040145,1404,3,ENGLISH,10.0,1,0.4013,0,0.4013,0
014040148,1404,3,FAMOUS,5.0,0,0.8808,1,0.8808,1
014040148,1404,4,CITY,5.0,0,0.8808,1,0.1192,0
014040148,1404,5,SYDNEY,5.0,0,0.4013,0,0.8808,1
014040152,1404,3,HAPPY,10.0,1,0.8808,1,0.8808,1
014080008,1408,2,SOMETHING,10.0,1,0.8808,1,0.8808,1
014080008,1408,3,VERY,10.0,1,0.4013,0,0.8808,1
014080008,1408,4,DIFFERENT,10.0,1,0.8808,1,0.5987,1
014080073,1408,2,DRIVING,10.0,1,0.8808,1,0.8808,1
014080103,1408,3,AGO,10.0,1,0.8808,1,0.5987,1
014080117,1408,5,WINDOW,10.0,1,0.4013,0,0.8808,1
014080243,1408,1,READY,10.0,1,0.4013,0,0.4013,0
014080270,1408,3,GOING,10.0,1,0.8808,1,0.4013,0
014080279,1408,0,HAPPY,10.0,1,0.8808,1,0.8808,1
014080279,1408,1,SUNDAY,10.0,1,0.8808,1,0.4013,0
014080333,1408,4,RETURN,10.0,1,0.5987,1,0.5987,1
014080336,1408,5,BROKEN,10.0,1,0.4013,0,0.8808,1
014080337,1408,2,ALMOST,10.0,1,0.1192,0,0.1192,0
014080358,1408,2,MYSELF,10.0,1,0.1192,0,0.5987,1
014080358,1408,7,HAPPINESS,10.0,1,0.705,1,0.3808,0
014080361,1408,5,WRITING,10.0,1,0.8808,1,0.8808,1
014080362,1408,2,SOMETHING,10.0,1,0.4013,0,0.8808,1
014200011,1420,1,EXPECT,10.0,1,0.8808,1,0.8808,1
014200060,1420,4,FAULTED,10.0,1,0.8808,1,0.8808,1
014200076,1420,1,ONLY,10.0,1,0.8808,1,0.4013,0
014200087,1420,1,DEFENDANTS,10.0,1,0.7179,1,0.79,1
014200087,1420,2,ALSO,10.0,1,0.8808,1,0.8808,1
014200087,1420,8,STATEMENT,10.0,1,0.4013,0,0.8808,1
014200124,1420,0,TALKING,10.0,1,0.8808,1,0.4013,0
014200161,1420,1,ABOUT,10.0,1,0.8808,1,0.8808,1
014200296,1420,2,PLENTY,10.0,1,0.8808,1,0.8808,1
014200339,1420,4,MATTER,10.0,1,0.8808,1,0.8808,1
014200342,1420,2,EVERYONE,10.0,1,0.7202,1,0.6493,1
014200353,1420,2,OVER,10.0,1,0.8808,1,0.8808,1
014220021,1422,0,DORA,10.0,1,0.8808,1,0.4013,0
014220048,1422,0,TINA,10.0,1,0.4013,0,0.4013,0
014220048,1422,3,VERY,10.0,1,0.4013,0,0.4013,0
014220048,1422,6,GYMNASTICS,10.0,1,0.2186,0,0.1774,0
014220058,1422,1,JAYME,10.0,1,0.8808,1,0.8808,1
014220066,1422,0,DORA,10.0,1,0.4013,0,0.4013,0
014220142,1422,5,POLICE,10.0,1,0.5987,1,0.5987,1
014650011,1465,0,HANDY,10.0,1,0.8808,1,0.8808,1
014650011,1465,4,TURKEY,10.0,1,0.8808,1,0.8808,1
014650023,1465,0,CATHY,10.0,1,0.8808,1,0.8808,1
014650058,1465,0,SANDY,10.0,1,0.8808,1,0.8808,1
014650063,1465,0,LINDA,10.0,1,0.8808,1,0.8808,1
014650125,1465,0,BILLY,10.0,1,0.8808,1,0.8808,1
014690004,1469,2,AWAY,10.0,1,0.8808,1,0.8808,1
014690006,1469,0,JAYME,10.0,1,0.8808,1,0.8808,1
014690006,1469,2,GOING,10.0,1,0.8808,1,0.4013,0
014690020,1469,1,DORA,10.0,1,0.8808,1,0.4013,0
014690048,1469,0,TINA,10.0,1,0.8808,1,0.4013,0
014690048,1469,3,VERY,10.0,1,0.4013,0,0.8808,1
014690048,1469,6,RUGBY,10.0,1,0.8808,1,0.8808,1
014690067,1469,0,MANDY,10.0,1,0.8808,1,0.8808,1
014690074,1469,0,LUCY,10.0,1,0.8808,1,0.8808,1
014690082,1469,4,SWEATER,10.0,1,0.8808,1,0.4013,0
014690110,1469,3,INTO,10.0,1,0.4013,0,0.4013,0
014690113,1469,3,INTO,10.0,1,0.4013,0,0.4013,0
014690113,1469,5,LIVING,10.0,1,0.8808,1,0.8808,1
014690136,1469,0,JAYME,10.0,1,0.8808,1,0.4013,0
014690136,1469,3,GARLIC,10.0,1,0.8808,1,0.8808,1
014690144,1469,0,BILLY,10.0,1,0.8808,1,0.8808,1
015010004,1501,0,LILLY,10.0,1,0.8808,1,0.8808,1
015010004,1501,2,GOING,10.0,1,0.8808,1,0.8808,1
015010004,1501,5,MONKEY,10.0,1,0.8808,1,0.8808,1
015010014,1501,2,GOING,10.0,1,0.8808,1,0.8808,1
015010014,1501,5,TIGER,10.0,1,0.8808,1,0.8808,1
015010094,1501,4,SWEATER,10.0,1,0.8808,1,0.8808,1
015010097,1501,0,TEDDY,10.0,1,0.8808,1,0.8808,1
015010137,1501,0,JAYME,10.0,1,0.8808,1,0.8808,1
015010137,1501,2,DRAWING,10.0,1,0.8808,1,0.4013,0
015010137,1501,4,POTATO,10.0,1,0.7941,1,0.7894,1
015010145,1501,0,TINA,5.0,0,0.4013,0,0.4013,0
015010145,1501,3,ENGLISH,10.0,1,0.4013,0,0.4013,0
015010169,1501,5,DOING,10.0,1,0.8808,1,0.4013,0
015020007,1502,1,TEDDY,10.0,1,0.8808,1,0.4013,0
015020010,1502,4,WETTER,10.0,1,0.8808,1,0.8808,1
015020017,1502,0,DORA,10.0,1,0.8808,1,0.8808,1
015020022,1502,0,BILLY,5.0,0,0.4013,0,0.4013,0
015020022,1502,3,JAPAN,10.0,1,0.5987,1,0.5987,1
015020061,1502,0,BETTY,10.0,1,0.4013,0,0.4013,0
015020065,1502,0,JAYME,10.0,1,0.8808,1,0.8808,1
015020088,1502,0,BETTY,10.0,1,0.8808,1,0.8808,1
015020113,1502,5,COUNTRY,10.0,1,0.8808,1,0.8808,1
015020136,1502,0,JAYME,10.0,1,0.8808,1,0.8808,1
015020136,1502,3,EGGPLANT,10.0,1,0.1192,0,0.4013,0
015020161,1502,8,MORNING,10.0,1,0.8808,1,0.8808,1
015020162,1502,1,OPENED,10.0,1,0.8808,1,0.8808,1
015030015,1503,1,SANDY,10.0,1,0.8808,1,0.8808,1
015030015,1503,6,SUPER,10.0,1,0.8808,1,0.8808,1
015030027,1503,0,LUCY,10.0,1,0.8808,1,0.8808,1
015030027,1503,5,CANADA,5.0,0,0.7733,1,0.1186,0
015030106,1503,4,CINEMA,10.0,1,0.7137,1,0.7508,1
015030109,1503,1,SANDY,10.0,1,0.4013,0,0.4013,0
015030115,1503,2,WALKING,10.0,1,0.8808,1,0.8808,1
015030115,1503,4,COMPUTER,10.0,1,0.3302,0,0.1525,0
015030133,1503,2,PUMPKIN,10.0,1,0.8808,1,0.8808,1
015030142,1503,0,BETTER,10.0,1,0.8808,1,0.8808,1
020020108,2002,2,DIFFERENT,10.0,1,0.8808,1,0.4013,0
020020108,2002,3,OPINIONS,10.0,1,0.7787,1,0.6413,1
020020108,2002,6,OTHERS,10.0,1,0.8808,1,0.8808,1
020020208,2002,2,COUNTRY,10.0,1,0.8808,1,0.8808,1
020020220,2002,1,ALARM,10.0,1,0.8808,1,0.8808,1
020020285,2002,7,PROJECT,10.0,1,0.1192,0,0.1192,0
020020295,2002,8,MONEY,10.0,1,0.8808,1,0.4013,0
020020303,2002,0,OVERALL,10.0,1,0.1201,0,0.1387,0
020020357,2002,5,PERHAPS,10.0,1,0.5987,1,0.5987,1
020070070,2007,0,SANDY,10.0,1,0.8808,1,0.8808,1
020070070,2007,3,SWEATER,10.0,1,0.8808,1,0.8808,1
020070081,2007,1,DORA,10.0,1,0.8808,1,0.4013,0
020070081,2007,3,INTO,10.0,1,0.4013,0,0.4013,0
020070083,2007,0,MANDY,10.0,1,0.8808,1,0.8808,1
020070083,2007,2,WALKING,10.0,1,0.8808,1,0.4013,0
020070091,2007,1,SANDY,10.0,1,0.4013,0,0.4013,0
020070091,2007,5,PLAYGROUND,10.0,1,0.8808,1,0.8808,1
020070095,2007,5,COMPANY,10.0,1,0.8054,1,0.7871,1
020070132,2007,4,FLOWERS,10.0,1,0.1192,0,0.8808,1
020140004,2014,0,JAYME,10.0,1,0.8808,1,0.8808,1
020140059,2014,4,ANGRY,10.0,1,0.8808,1,0.8808,1
020140074,2014,0,HENNY,10.0,1,0.8808,1,0.8808,1
020140083,2014,3,INTO,10.0,1,0.8808,1,0.8808,1
020140096,2014,1,SEVENTEEN,10.0,1,0.3137,0,0.3311,0
020140096,2014,3,INTO,10.0,1,0.4013,0,0.4013,0
020140099,2014,3,INTO,10.0,1,0.1192,0,0.1192,0
020140117,2014,0,DANIEL,10.0,1,0.8808,1,0.8808,1
020140117,2014,2,MILKING,10.0,1,0.8808,1,0.4013,0
020140133,2014,2,BEGIN,10.0,1,0.5987,1,0.5987,1
020140133,2014,3,SITTING,10.0,1,0.8808,1,0.8808,1
020160042,2016,4,EASY,10.0,1,0.8808,1,0.8808,1
020160042,2016,6,ACHIEVE,10.0,1,0.5987,1,0.5987,1
020160068,2016,4,CONCERNED,10.0,1,0.5987,1,0.5987,1
020160068,2016,5,ABOUT,10.0,1,0.8808,1,0.8808,1
020160068,2016,6,ORGANIZED,10.0,1,0.8053,1,0.7766,1
020160068,2016,7,WORKERS,10.0,1,0.8808,1,0.4013,0
020160093,2016,2,CONCERNED,10.0,1,0.5987,1,0.5987,1
020160093,2016,3,ABOUT,10.0,1,0.8808,1,0.8808,1
020160093,2016,6,FREEDOM,10.0,1,0.8808,1,0.4013,0
020160128,2016,2,SOMEONE,10.0,1,0.8808,1,0.8808,1
020160132,2016,0,HAPPY,10.0,1,0.8808,1,0.8808,1
020160151,2016,0,BEING,10.0,1,0.8808,1,0.4013,0
020160151,2016,7,PERFECT,10.0,1,0.8808,1,0.4013,0
020160171,2016,2,ANYONE,10.0,1,0.5587,1,0.56,1
020160245,2016,5,REMEMBER,10.0,1,0.5147,1,0.4644,1
020160245,2016,6,ABOUT,10.0,1,0.8808,1,0.8808,1
020160245,2016,7,TODAY,10.0,1,0.5987,1,0.8808,1
020160264,2016,3,TODAY,10.0,1,0.1192,0,0.8808,1
020160335,2016,5,VERY,10.0,1,0.8808,1,0.8808,1
020160344,2016,4,ESCAPE,10.0,1,0.8808,1,0.8808,1
020160347,2016,5,GOING,10.0,1,0.8808,1,0.8808,1
020160371,2016,8,MYSELF,10.0,1,0.5987,1,0.5987,1
020270020,2027,0,JAYME,10.0,1,0.4013,0,0.4013,0
020270077,2027,2,WALKING,10.0,1,0.8808,1,0.4013,0
020270087,2027,0,MANDY,10.0,1,0.4013,0,0.4013,0
020270087,2027,2,WALKING,10.0,1,0.8808,1,0.8808,1
020270108,2027,0,DADDY,10.0,1,0.4013,0,0.4013,0
020270142,2027,7,SISTER,10.0,1,0.8808,1,0.8808,1
020270146,2027,3,FOOTBALL,10.0,1,0.4013,0,0.4013,0
020270167,2027,3,BEGIN,10.0,1,0.5987,1,0.5987,1
020300012,2030,4,LION,10.0,1,0.8808,1,0.8808,1
020300017,2030,0,TINA,10.0,1,0.8808,1,0.4013,0
020300020,2030,0,LILLY,10.0,1,0.5987,1,0.4013,0
020300020,2030,2,GOING,10.0,1,0.8808,1,0.4013,0
020300020,2030,5,TIGER,10.0,1,0.8808,1,0.8808,1
020300056,2030,0,BILLY,10.0,1,0.4013,0,0.4013,0
020300057,2030,0,BILLY,10.0,1,0.4013,0,0.4013,0
020300059,2030,3,RAINCOAT,10.0,1,0.8808,1,0.5987,1
020300065,2030,3,RAINCOAT,10.0,1,0.5987,1,0.5987,1
020300083,2030,0,PETER,10.0,1,0.8808,1,0.4013,0
020300083,2030,2,WALKING,10.0,1,0.8808,1,0.8808,1
020300083,2030,4,NATURE,10.0,1,0.8808,1,0.8808,1
020300097,2030,4,COUNTRY,10.0,1,0.8808,1,0.8808,1
020300121,2030,3,NOSES,10.0,1,0.8808,1,0.8808,1
020300173,2030,1,MANY,10.0,1,0.8808,1,0.8808,1
020310075,2031,3,SUMMARY,10.0,1,0.8046,1,0.7675,1
020310075,2031,6,MAJOR,10.0,1,0.4013,0,0.4013,0
020310075,2031,7,PROVISIONS,10.0,1,0.2473,0,0.5594,1
020310112,2031,0,COACHES,10.0,1,0.8808,1,0.8808,1
020310133,2031,5,ALONE,10.0,1,0.8808,1,0.8808,1
020310141,2031,0,ANYTHING,10.0,1,0.2482,0,0.2488,0
020310148,2031,0,DOING,10.0,1,0.8808,1,0.8808,1
020310151,2031,0,BLESSINGS,10.0,1,0.4013,0,0.8808,1
020310154,2031,3,MANY,10.0,1,0.8808,1,0.4013,0
020310174,2031,4,WORKING,10.0,1,0.8808,1,0.8808,1
020310219,2031,1,LOOKING,10.0,1,0.4013,0,0.4013,0
020310281,2031,0,GOING,10.0,1,0.8808,1,0.4013,0
020310295,2031,2,HAPPENED,10.0,1,0.8808,1,0.8808,1
020310295,2031,5,PARTY,10.0,1,0.8808,1,0.8808,1
020310322,2031,2,MYSELF,10.0,1,0.5987,1,0.5987,1
020310322,2031,4,DARKNESS,10.0,1,0.8808,1,0.8808,1
021120059,2112,5,REMAIN,10.0,1,0.8808,1,0.8808,1
021120075,2112,9,WORKING,10.0,1,0.8808,1,0.8808,1
021120085,2112,4,HAPPEN,10.0,1,0.8808,1,0.8808,1
021120161,2112,2,GOING,10.0,1,0.8808,1,0.8808,1
021120164,2112,8,LATER,10.0,1,0.4013,0,0.4013,0
021120171,2112,2,PARTY,10.0,1,0.8808,1,0.8808,1
021120187,2112,4,WAITING,10.0,1,0.8808,1,0.8808,1
021120232,2112,2,EVERYTHING,10.0,1,0.8017,1,0.8065,1
021120233,2112,6,ABOUT,10.0,1,0.4013,0,0.4013,0
021120250,2112,6,SOLUTION,10.0,1,0.2965,0,0.3186,0
021120256,2112,0,ONLY,10.0,1,0.8808,1,0.8808,1
021120309,2112,7,EIGHTEEN,10.0,1,0.5987,1,0.8808,1
021120321,2112,2,BUSINESS,10.0,1,0.8808,1,0.4013,0
021160002,2116,7,SUSPECTS,10.0,1,0.8808,1,0.8808,1
021160027,2116,6,LOOKING,10.0,1,0.8808,1,0.4013,0
021160075,2116,2,EVERYONE,10.0,1,0.2384,0,0.3964,0
021160089,2116,8,COVER,10.0,1,0.4013,0,0.4013,0
021160090,2116,0,POLICE,10.0,1,0.5987,1,0.5987,1
021160120,2116,0,GOING,10.0,1,0.8808,1,0.8808,1
021160120,2116,9,SOMETHING,10.0,1,0.8808,1,0.4013,0
021160185,2116,4,SEPTEMBER,10.0,1,0.1104,0,0.2636,0
021160185,2116,5,ALREADY,10.0,1,0.7397,1,0.7283,1
021160195,2116,4,SMOKING,10.0,1,0.4013,0,0.4013,0
021160212,2116,5,SNOWING,10.0,1,0.8808,1,0.8808,1
021160249,2116,3,BELOW,10.0,1,0.8808,1,0.8808,1
021160249,2116,5,REGISTER,5.0,0,0.0765,0,0.0763,0
