phone_index,phone,human_grade,ctc_viterbi_lpp,mfa_lpp,ctc_viterbi_start,ctc_viterbi_end,mfa_start,mfa_end,split,utterance,speaker
0,DH,2.0,-6.345311641693115,-5.481515407562256,0.5818709677419355,0.6019354838709677,0.56,0.6,train,013360360,1336
1,EH,2.0,-6.399439334869385,-10.302902221679688,0.6420645161290323,0.6621290322580645,0.6,0.78,train,013360360,1336
2,R,2.0,-9.448406219482422,-10.366921424865723,0.7624516129032258,0.7825161290322581,0.78,0.84,train,013360360,1336
3,HH,2.0,-0.0016146968118846416,-6.9593305587768555,0.9029032258064517,0.9229677419354839,0.84,0.94,train,013360360,1336
4,IY,1.8,-0.0035311724059283733,-8.683019638061523,1.0634193548387096,1.1035483870967742,0.94,1.23,train,013360360,1336
5,IH,2.0,-0.0033926567994058132,-6.032648086547852,1.244,1.2640645161290323,1.23,1.29,train,013360360,1336
6,Z,2.0,-0.0016162439715117216,-8.379294395446777,1.324258064516129,1.3443225806451613,1.29,1.39,train,013360360,1336
8,N,2.0,-0.0007596705690957606,-7.599788665771484,1.625225806451613,1.6452903225806452,1.61,1.66,train,013360360,1336
9,DH,2.0,-0.25746116042137146,-2.151198387145996,1.6854193548387097,1.705483870967742,1.66,1.7,train,013360360,1336
10,AH,2.0,-0.008823233656585217,-7.159162998199463,1.7456129032258065,1.785741935483871,1.7,1.81,train,013360360,1336
11,B,2.0,-0.0018035589018836617,-10.049750328063965,1.866,1.8860645161290324,1.81,1.89,train,013360360,1336
12,AE,2.0,-0.003456453327089548,-11.035996437072754,1.9863870967741935,2.0064516129032257,1.89,2.02,train,013360360,1336
13,K,2.0,-7.432736873626709,-11.124581336975098,2.0666451612903227,2.0867096774193548,2.02,2.14,train,013360360,1336
14,S,2.0,-0.0007605044520460069,-9.65532398223877,2.166967741935484,2.1870322580645163,2.14,2.29,train,013360360,1336
15,IY,2.0,-0.005321622826159,-10.890400886535645,2.387677419354839,2.407741935483871,2.29,2.45,train,013360360,1336
16,T,2.0,-0.0015053142560645938,-10.145255088806152,2.5080645161290325,2.5281290322580645,2.45,2.57,train,013360360,1336
0,HH,2.0,-0.0012244785903021693,-7.543720245361328,0.5636363636363636,0.6038961038961039,0.51,0.6,train,013360363,1336
1,IY,1.8,-0.0025719678960740566,-10.912233352661133,0.6844155844155844,0.7045454545454546,0.6,0.75,train,013360363,1336
2,S,2.0,-0.009795981459319592,-8.898317337036133,0.785064935064935,0.8253246753246753,0.75,0.91,train,013360363,1336
3,IY,2.0,-0.0017062166007235646,-10.31347942352295,0.9863636363636363,1.0064935064935066,0.91,1.03,train,013360363,1336
4,M,2.0,-0.031400416046381,-8.184197425842285,1.0467532467532468,1.087012987012987,1.03,1.15,train,013360363,1336
5,D,2.0,-0.004497888032346964,-9.922629356384277,1.1675324675324674,1.1876623376623376,1.15,1.29,train,013360363,1336
6,T,2.0,-0.00126008247025311,-9.666956901550293,1.3285714285714285,1.3487012987012987,1.33,1.41,train,013360363,1336
7,UW,1.8,-0.0023725475184619427,-10.433886528015137,1.4694805194805194,1.4896103896103896,1.41,1.54,train,013360363,1336
8,SH,1.6,-0.006061030086129904,-10.709273338317871,1.57012987012987,1.5902597402597403,1.54,1.65,train,013360363,1336
9,EY,2.0,-0.0035268981009721756,-10.88469409942627,1.7311688311688311,1.7512987012987014,1.65,1.79,train,013360363,1336
10,K,2.0,-0.021617965772747993,-7.935297966003418,1.8318181818181818,1.851948051948052,1.79,1.83,train,013360363,1336
11,HH,2.0,-0.004909011069685221,-8.422652244567871,1.9727272727272727,2.012987012987013,1.83,2.01,train,013360363,1336
12,IH,2.0,-0.010295732878148556,-8.996542930603027,2.0733766233766233,2.0935064935064935,2.01,2.09,train,013360363,1336
13,M,2.0,-0.0012067424831911922,-7.382363319396973,2.1136363636363638,2.1337662337662335,2.09,2.18,train,013360363,1336
14,S,2.0,-0.0009342232951894403,-7.855354309082031,2.2142857142857144,2.2545454545454544,2.18,2.3,train,013360363,1336
15,EH,2.0,-0.0043061645701527596,-13.285636901855469,2.4357142857142855,2.475974025974026,2.3,2.41,train,013360363,1336
16,L,2.0,-0.0008476724033243954,-5.628592014312744,2.475974025974026,2.536363636363636,2.41,2.55,train,013360363,1336
17,F,2.0,-0.00661938451230526,-7.531483173370361,2.5766233766233766,2.637012987012987,2.55,2.74,train,013360363,1336
0,IH,2.0,-8.545637130737305,-11.878728866577148,0.7017326732673268,0.7217821782178218,0.55,0.76,train,013620027,1362
1,T,2.0,-5.921017169952393,-10.493558883666992,0.842079207920792,0.8621287128712871,0.76,0.94,train,013620027,1362
2,IH,2.0,-0.3239094316959381,-10.383027076721191,1.3232673267326733,1.3433168316831683,0.94,1.41,train,013620027,1362
3,Z,1.8,-0.0019004157511517406,-9.996780395507812,1.4435643564356435,1.4636138613861387,1.41,1.56,train,013620027,1362
4,AH,1.8,-9.545047760009766,-12.178377151489258,1.8245049504950495,1.8445544554455446,1.64,1.69,train,013620027,1362
5,W,2.0,-0.01348856557160616,-13.345598220825195,2.1452970297029705,2.1853960396039604,1.69,1.72,train,013620027,1362
6,ER,2.0,-0.05365344509482384,-13.277867317199707,2.3056930693069306,2.345792079207921,1.72,1.75,train,013620027,1362
7,L,1.2,-8.582341194152832,-7.151725769042969,2.345792079207921,2.365841584158416,1.75,1.95,train,013620027,1362
8,D,2.0,-0.020817242562770844,-13.063648223876953,2.486138613861386,2.506188118811881,1.95,2.0,train,013620027,1362
9,P,2.0,-0.0017266854410991073,-10.59420394897461,2.766831683168317,2.786881188118812,2.13,2.16,train,013620027,1362
10,R,1.8,-0.0014494756469503045,-10.26016902923584,2.847029702970297,2.887128712871287,2.16,2.24,train,013620027,1362
12,B,2.0,-0.03482423722743988,-12.62775707244873,3.127722772277228,3.147772277227723,2.42,2.51,train,013620027,1362
13,L,2.0,-0.16577671468257904,-11.270686149597168,3.187871287128713,3.207920792079208,2.51,2.56,train,013620027,1362
14,AH,2.0,-0.003111404599621892,-7.4465742111206055,3.3081683168316833,3.3282178217821783,2.56,2.66,train,013620027,1362
15,M,2.0,-0.009750179946422577,-11.305426597595215,3.3482673267326732,3.3883663366336636,2.66,3.53,train,013620027,1362
0,HH,2.0,-0.07450316846370697,-2.4633829593658447,0.6822895622895623,0.7224242424242424,0.66,0.72,train,013620030,1362
1,IY,2.0,-5.474026203155518,-12.151899337768555,0.8026936026936027,0.8227609427609428,0.72,0.86,train,013620030,1362
2,Z,1.8,-0.002211622893810272,-9.66303825378418,0.882962962962963,0.9230976430976431,0.86,1.02,train,013620030,1362
3,AH,2.0,-6.980623245239258,-11.354515075683594,1.183973063973064,1.204040404040404,1.08,1.24,train,013620030,1362
4,T,2.0,-0.0024678034242242575,-10.59636402130127,1.3244444444444445,1.3445117845117844,1.24,1.42,train,013620030,1362
5,R,2.0,-0.2007521539926529,-0.2007521539926529,1.4247811447811447,1.484983164983165,1.42,1.48,train,013620030,1362
6,UW,2.0,-0.051318392157554626,-8.287611961364746,1.5652525252525251,1.6254545454545455,1.48,1.73,train,013620030,1362
7,T,2.0,-0.0013424679636955261,-10.997942924499512,1.8060606060606061,1.826127946127946,1.73,1.88,train,013620030,1362
8,AY,2.0,-7.556534290313721,-12.940558433532715,2.0268013468013466,2.0468686868686867,1.88,2.05,train,013620030,1362
9,M,2.0,-0.06797727942466736,-8.211047172546387,2.087003367003367,2.127138047138047,2.05,2.22,train,013620030,1362
10,P,2.0,-0.0017792837461456656,-9.172563552856445,2.327811447811448,2.3478787878787877,2.22,2.36,train,013620030,1362
11,L,2.0,-0.21688804030418396,-10.901345252990723,2.428148148148148,2.4482154882154883,2.36,2.39,train,013620030,1362
17,N,2.0,-0.004254918545484543,-7.789113521575928,3.1505723905723904,3.1907070707070706,3.13,3.25,train,013620030,1362
18,DH,1.8,-0.003620156552642584,-4.4910359382629395,3.291043771043771,3.331178451178451,3.25,3.32,train,013620030,1362
19,AH,1.6,-0.002281683497130871,-9.08686637878418,3.3913804713804714,3.4114478114478115,3.32,3.43,train,013620030,1362
21,F,2.0,-0.01003243401646614,-8.51382827758789,3.7927272727272725,3.852929292929293,3.71,3.91,train,013620030,1362
22,AH,1.8,-4.249685764312744,-11.064488410949707,4.274343434343434,4.294410774410775,4.11,4.31,train,013620030,1362
23,N,2.0,-0.000833338825032115,-10.137767791748047,4.334545454545454,4.374680134680134,4.31,4.68,train,013620030,1362
24,F,2.0,-0.001111128251068294,-10.617416381835938,4.936565656565657,4.9566329966329965,4.82,4.98,train,013620030,1362
25,L,2.0,-0.0006080209277570248,-2.9021501541137695,4.996767676767677,5.016835016835016,4.98,5.02,train,013620030,1362
26,AY,1.4,-0.23464730381965637,-10.290562629699707,5.1171717171717175,5.137239057239057,5.02,5.18,train,013620030,1362
27,T,2.0,-0.15037167072296143,-10.94744873046875,5.277710437710438,5.297777777777778,5.18,5.38,train,013620030,1362
0,IH,2.0,-0.09857521206140518,-10.468759536743164,0.6812230215827338,0.7012589928057554,0.57,0.73,train,013620106,1362
1,F,2.0,-0.0028046341612935066,-11.199000358581543,0.8014388489208634,0.821474820143885,0.73,0.92,train,013620106,1362
2,Y,2.0,-0.0013136436464264989,-4.975542068481445,1.0017985611510791,1.0418705035971223,0.92,1.05,train,013620106,1362
3,UW,2.0,-0.09613262116909027,-5.211141109466553,1.101978417266187,1.1420503597122302,1.05,1.16,train,013620106,1362
4,M,2.0,-0.0007699743146076798,-8.308182716369629,1.1821223021582734,1.2221942446043166,1.16,1.29,train,013620106,1362
5,IH,2.0,-0.007813958451151848,-9.895441055297852,1.4025179856115109,1.4225539568345325,1.29,1.49,train,013620106,1362
6,S,2.0,-0.0404246523976326,-10.510101318359375,1.5227338129496404,1.542769784172662,1.49,1.69,train,013620106,1362
7,DH,2.0,-0.20598430931568146,-6.280185699462891,2.0436690647482014,2.103776978417266,1.98,2.1,train,013620106,1362
8,EH,2.0,-6.95840311050415,-12.501002311706543,2.2841007194244605,2.304136690647482,2.1,2.29,train,013620106,1362
9,R,2.0,-0.05266422778367996,-6.324271202087402,2.304136690647482,2.3442086330935252,2.29,2.43,train,013620106,1362
10,Z,2.0,-0.004808884579688311,-10.441271781921387,2.4644244604316548,2.4844604316546763,2.43,2.6,train,013620106,1362
11,AH,2.0,-0.0014349650591611862,-11.78823184967041,2.6647841726618706,2.684820143884892,2.6,2.63,train,013620106,1362
12,R,2.0,-0.0015235943719744682,-12.836181640625,3.0454676258992808,3.1055755395683455,2.63,2.66,train,013620106,1362
13,EH,2.0,-8.718853950500488,-9.612345695495605,3.28589928057554,3.3059352517985614,2.66,2.69,train,013620106,1362
14,R,2.0,-5.289292335510254,-12.666387557983398,3.3059352517985614,3.325971223021583,2.69,2.72,train,013620106,1362
15,L,2.0,-8.646275520324707,-12.719697952270508,3.4061151079136693,3.426151079136691,2.72,2.75,train,013620106,1362
16,IY,2.0,-0.0015028145862743258,-13.693255424499512,3.5463669064748204,3.566402877697842,2.75,2.78,train,013620106,1362
17,K,2.0,-0.0012966329231858253,-12.895670890808105,4.04726618705036,4.067302158273382,2.78,2.85,train,013620106,1362
19,N,2.0,-0.08622004091739655,-12.201725006103516,4.187517985611511,4.227589928057554,2.97,3.12,train,013620106,1362
20,S,2.0,-0.3710402250289917,-13.11482048034668,4.2476258992805755,4.287697841726619,3.12,3.15,train,013620106,1362
22,K,2.0,-0.0018902566516771913,-12.380860328674316,4.5481654676259,4.588237410071943,3.36,3.39,train,013620106,1362
23,W,2.0,-0.0018140303436666727,-9.801863670349121,4.608273381294964,4.628309352517986,3.39,3.42,train,013620106,1362
24,AH,2.0,-3.936957836151123,-12.856439590454102,4.6884172661870505,4.7084532374100725,3.42,3.63,train,013620106,1362
25,N,2.0,-0.05055955797433853,-12.859240531921387,4.728489208633094,4.768561151079137,3.63,3.68,train,013620106,1362
26,S,2.0,-0.6978062987327576,-12.022210121154785,4.848705035971223,4.868741007194245,3.68,3.71,train,013620106,1362
0,B,2.0,-0.002099335426464677,-6.11124849319458,0.5823577235772358,0.602439024390244,0.56,0.6,train,013620108,1362
1,AH,2.0,-8.501270294189453,-11.18772029876709,0.6827642276422765,0.7028455284552847,0.6,0.74,train,013620108,1362
2,T,2.0,-0.521648645401001,-12.208520889282227,0.8032520325203253,0.8233333333333335,0.74,0.79,train,013620108,1362
3,DH,2.0,-0.0730164498090744,-9.349600791931152,1.1245528455284555,1.1647154471544716,0.79,1.15,train,013620108,1362
4,EH,2.0,-0.2785212993621826,-8.042129516601562,1.2852032520325205,1.3052845528455286,1.15,1.33,train,013620108,1362
5,R,2.0,-1.770242691040039,-7.109203338623047,1.3052845528455286,1.345447154471545,1.33,1.39,train,013620108,1362
6,W,2.0,-0.010013464838266373,-6.616000175476074,1.4458536585365855,1.4659349593495936,1.39,1.49,train,013620108,1362
8,Z,2.0,-0.0021288665011525154,-8.339741706848145,1.7269918699186995,1.7671544715447156,1.7,1.89,train,013620108,1362
9,N,2.0,-0.011399195529520512,-7.397735595703125,1.967967479674797,2.008130081300813,1.89,2.16,train,013620108,1362
10,OW,2.0,-0.0024802894331514835,-12.20903205871582,2.269186991869919,2.289268292682927,2.16,2.27,train,013620108,1362
11,W,2.0,-0.0012557047884911299,-7.9823784828186035,2.389674796747968,2.429837398373984,2.27,2.42,train,013620108,1362
12,AH,2.0,-0.007750257849693298,-10.648520469665527,2.550325203252033,2.590487804878049,2.42,2.58,train,013620108,1362
13,N,2.0,-0.043557703495025635,-8.143427848815918,2.590487804878049,2.6306504065040652,2.58,2.74,train,013620108,1362
14,HH,2.0,-0.022351255640387535,-6.817732810974121,3.112601626016261,3.172845528455285,3.02,3.18,train,013620108,1362
15,UW,2.0,-0.0037685763090848923,-9.606583595275879,3.293333333333334,3.353577235772358,3.18,3.44,train,013620108,1362
16,K,2.0,-0.00984410010278225,-7.728623867034912,3.494146341463415,3.534308943089431,3.47,3.57,train,013620108,1362
17,UH,2.0,-0.03667081892490387,-9.367344856262207,3.634715447154472,3.65479674796748,3.57,3.66,train,013620108,1362
18,D,2.0,-0.005231144838035107,-11.669551849365234,3.775284552845529,3.795365853658537,3.66,3.78,train,013620108,1362
19,HH,2.0,-0.0013075941242277622,-8.98022747039795,3.9961788617886183,4.0564227642276425,3.78,4.06,train,013620108,1362
20,EH,2.0,-0.00899684987962246,-9.284188270568848,4.156829268292683,4.196991869918699,4.06,4.17,train,013620108,1362
21,L,2.0,-0.0012362462002784014,-2.2796385288238525,4.196991869918699,4.2371544715447165,4.17,4.24,train,013620108,1362
22,P,2.0,-0.0018795934738591313,-10.092156410217285,4.337560975609756,4.357642276422765,4.24,4.36,train,013620108,1362
0,G,2.0,-0.0017363247461616993,-8.903594970703125,0.583841059602649,0.6039735099337749,0.56,0.62,train,013620128,1362
1,OW,2.0,-0.0019983339589089155,-11.020462036132812,0.7247682119205298,0.7449006622516556,0.62,0.75,train,013620128,1362
2,IH,2.0,-0.010794933885335922,-7.6151509284973145,0.9462251655629139,0.9663576158940397,0.75,0.98,train,013620128,1362
3,NG,2.0,-1.5054333209991455,-10.660271644592285,0.9864900662251656,1.0066225165562914,0.98,1.07,train,013620128,1362
4,T,2.0,-0.5393964648246765,-10.788182258605957,1.1274172185430464,1.1475496688741722,1.07,1.19,train,013620128,1362
5,UW,1.8,-0.22337986528873444,-5.63205623626709,1.2482119205298012,1.3086092715231787,1.19,1.39,train,013620128,1362
6,G,2.0,-0.002080420730635524,-11.058085441589355,1.4696688741721855,1.4898013245033113,1.39,1.5,train,013620128,1362
7,IH,2.0,-6.716365337371826,-10.739782333374023,1.5904635761589403,1.6105960264900663,1.5,1.67,train,013620128,1362
8,V,2.0,-0.00328707043081522,-9.54775333404541,1.7112582781456953,1.751523178807947,1.67,1.96,train,013620128,1362
9,AH,2.0,-0.1089383214712143,-9.835826873779297,1.7917880794701986,1.8320529801324503,1.96,2.06,train,013620128,1362
10,G,2.0,-0.002329943934455514,-9.786126136779785,2.1743046357615894,2.214569536423841,2.06,2.22,train,013620128,1362
11,OW,2.0,-0.011006847023963928,-10.789552688598633,2.355496688741722,2.3957615894039734,2.22,2.48,train,013620128,1362
0,W,2.0,-0.0031647332943975925,-6.557251453399658,0.5827935779816514,0.6229862385321101,0.55,0.63,train,013620137,1362
1,IY,2.0,-0.0324205607175827,-10.509116172790527,0.723467889908257,0.7435642201834863,0.63,0.78,train,013620137,1362
2,N,2.0,-0.1204390749335289,-6.302672386169434,0.783756880733945,0.8440458715596331,0.78,0.92,train,013620137,1362
3,IY,2.0,-0.0016544476384297013,-8.446704864501953,0.9847201834862386,1.004816513761468,0.92,1.03,train,013620137,1362
4,D,2.0,-0.007437634747475386,-9.889289855957031,1.1052981651376148,1.125394495412844,1.03,1.15,train,013620137,1362
5,Y,2.0,-0.006624293979257345,-8.963768005371094,1.3866467889908258,1.446935779816514,1.15,1.42,train,013620137,1362
6,UW,1.8,-0.02703455276787281,-7.423079967498779,1.4871284403669727,1.5273211009174312,1.42,1.56,train,013620137,1362
7,HH,2.0,-0.001205849228426814,-7.480067253112793,1.6478990825688073,1.6880917431192661,1.56,1.71,train,013620137,1362
8,EH,2.0,-0.009332798421382904,-8.231709480285645,1.788573394495413,1.8287660550458718,1.71,1.83,train,013620137,1362
9,L,2.0,-0.06252772361040115,-0.7232984900474548,1.8287660550458718,1.8689587155963303,1.83,1.89,train,013620137,1362
10,P,2.0,-0.0025758917909115553,-8.2070951461792,1.9694403669724772,1.9895366972477067,1.89,1.99,train,013620137,1362
11,T,2.0,-0.0016282646683976054,-10.334912300109863,2.3512706422018352,2.3713669724770643,2.32,2.42,train,013620137,1362
12,UW,2.0,-0.005549264140427113,-7.862514495849609,2.51204128440367,2.5321376146788994,2.42,2.57,train,013620137,1362
13,K,2.0,-0.001149351242929697,-10.637552261352539,2.6527155963302755,2.6728119266055046,2.57,2.68,train,013620137,1362
14,IY,2.0,-6.853564262390137,-12.114957809448242,2.7732935779816517,2.7933899082568807,2.68,2.81,train,013620137,1362
15,P,2.0,-0.005286049097776413,-9.809937477111816,2.8737752293577983,2.893871559633028,2.81,2.9,train,013620137,1362
16,IH,2.0,-9.036039352416992,-11.633279800415039,3.1149311926605505,3.13502752293578,2.96,3.16,train,013620137,1362
17,T,2.0,-0.053943388164043427,-9.077826499938965,3.2154128440366976,3.255605504587156,3.16,3.29,train,013620137,1362
18,AH,2.0,-0.012812948785722256,-9.714507102966309,3.356087155963303,3.3962798165137618,3.29,3.66,train,013620137,1362
19,P,2.0,-0.003954211715608835,-11.419297218322754,3.75801376146789,3.7781100917431196,3.66,3.92,train,013620137,1362
0,AY,2.0,-5.576916694641113,-9.717545509338379,0.6814345991561181,0.7014767932489452,0.61,0.8,train,013620140,1362
1,K,2.0,-0.0363648384809494,-6.45293664932251,0.8417721518987342,0.8818565400843883,0.8,0.89,train,013620140,1362
3,N,2.0,-0.001539404969662428,-5.2911577224731445,1.0021097046413503,1.0421940928270044,1.01,1.09,train,013620140,1362
4,S,2.0,-4.238838195800781,-7.197177886962891,1.1023206751054853,1.1424050632911393,1.09,1.21,train,013620140,1362
5,IY,2.0,-0.002035809215158224,-10.22927188873291,1.3027426160337554,1.3227848101265824,1.21,1.37,train,013620140,1362
6,IH,2.0,-8.866445541381836,-11.34713077545166,1.5432489451476794,1.5632911392405064,1.37,1.61,train,013620140,1362
7,T,2.0,-0.06521839648485184,-9.829570770263672,1.6635021097046414,1.6835443037974684,1.61,1.76,train,013620140,1362
8,B,2.0,-0.0014801985817030072,-6.888191223144531,2.3850210970464136,2.405063291139241,2.36,2.41,train,013620140,1362
9,IY,2.0,-0.17367330193519592,-7.742377281188965,2.5253164556962027,2.5654008438818567,2.41,2.59,train,013620140,1362
10,IH,2.0,-0.007656622212380171,-9.087721824645996,2.7658227848101267,2.8059071729957807,2.59,2.81,train,013620140,1362
11,NG,2.0,-0.1992717683315277,-9.39860725402832,2.825949367088608,2.8660337552742616,2.81,2.97,train,013620140,1362
12,AH,2.0,-7.555778503417969,-11.694375991821289,3.1466244725738397,3.166666666666667,3.02,3.19,train,013620140,1362
13,N,2.0,-0.0008072511991485953,-5.817779064178467,3.206751054852321,3.246835443037975,3.19,3.32,train,013620140,1362
15,UW,2.0,-9.482149124145508,-10.386765480041504,3.527426160337553,3.54746835443038,3.32,3.62,train,013620140,1362
16,T,2.0,-0.0016739654820412397,-10.567363739013672,3.707805907172996,3.727848101265823,3.62,3.79,train,013620140,1362
17,ER,1.8,-0.1824742555618286,-3.9767487049102783,3.848101265822785,3.908227848101266,3.79,3.9,train,013620140,1362
18,N,2.0,-0.20598338544368744,-5.4842705726623535,3.928270042194093,3.968354430379747,3.9,4.01,train,013620140,1362
19,D,2.0,-0.0012699642684310675,-10.253511428833008,4.048523206751055,4.068565400843882,4.01,4.22,train,013620140,1362
0,SH,2.0,-0.001824620645493269,-10.83464241027832,0.621542288557214,0.6415920398009951,0.57,0.71,train,013620143,1362
1,UH,2.0,-0.014928443357348442,-7.673914909362793,0.7618905472636817,0.8019900497512439,0.71,0.81,train,013620143,1362
2,D,2.0,-2.7035768032073975,-10.95155143737793,0.8621393034825872,0.8821890547263682,0.81,1.01,train,013620143,1362
3,B,2.0,-0.002121869707480073,-4.383429050445557,1.022537313432836,1.062636815920398,1.01,1.06,train,013620143,1362
4,IY,2.0,-0.0016137446509674191,-9.747800827026367,1.1428358208955225,1.1628855721393037,1.06,1.2,train,013620143,1362
5,F,2.0,-0.0016095790779218078,-10.718996047973633,1.3232835820895523,1.3433333333333335,1.2,1.36,train,013620143,1362
6,AH,1.4,-8.564505577087402,-11.177699089050293,1.5037313432835824,1.5237810945273633,1.36,1.56,train,013620143,1362
7,N,2.0,-0.05019902437925339,-9.134538650512695,1.5438308457711445,1.5839303482587066,1.56,1.72,train,013620143,1362
8,T,2.0,-0.0011753087164834142,-9.63090991973877,1.7844278606965176,1.8044776119402988,1.76,1.85,train,013620143,1362
9,UW,1.8,-0.002044136868789792,-9.727914810180664,1.9247761194029853,1.9448258706467665,1.85,1.98,train,013620143,1362
10,S,2.0,-0.038590189069509506,-9.56421947479248,2.0049751243781095,2.045074626865672,1.98,2.16,train,013620143,1362
11,IY,2.0,-0.0017934442730620503,-9.788125991821289,2.2455721393034827,2.265621890547264,2.16,2.33,train,013620143,1362
12,DH,2.0,-5.705268859863281,-7.475672245025635,2.3859203980099504,2.4059701492537315,2.33,2.46,train,013620143,1362
13,AH,2.0,-0.11059335619211197,-9.498617172241211,2.5864179104477616,2.6064676616915428,2.46,2.7,train,013620143,1362
14,R,2.0,-0.054891541600227356,-4.289423942565918,2.7468159203980105,2.8069651741293535,2.73,2.79,train,013620143,1362
16,Z,2.0,-0.0019237360684201121,-7.348367214202881,2.9473134328358213,2.9673631840796024,2.91,3.02,train,013620143,1362
17,AH,1.8,-0.023824457079172134,-8.210844039916992,3.1277611940298513,3.167860696517413,3.02,3.17,train,013620143,1362
18,L,2.0,-0.0021403345745056868,-4.371693134307861,3.167860696517413,3.2079601990049755,3.17,3.24,train,013620143,1362
19,T,2.0,-1.7743244171142578,-10.153133392333984,3.308208955223881,3.328258706467662,3.24,3.31,train,013620143,1362
20,S,2.0,-0.002285013673827052,-10.171619415283203,3.328258706467662,3.3483084577114433,3.31,3.49,train,013620143,1362
0,IH,2.0,-0.023043351247906685,-9.418736457824707,1.0430952380952383,1.063154761904762,0.96,1.08,train,013620146,1362
1,T,2.0,-7.387193202972412,-12.525856018066406,1.1233333333333335,1.1433928571428573,1.08,1.11,train,013620146,1362
2,S,2.0,-0.013941757380962372,-7.422227382659912,1.1433928571428573,1.1634523809523811,1.11,1.22,train,013620146,1362
3,AH,2.0,-0.4058195948600769,-8.865461349487305,1.3439880952380954,1.384107142857143,1.22,1.33,train,013620146,1362
4,L,2.0,-0.0007749907672405243,-5.494540691375732,1.4442857142857144,1.5044642857142858,1.33,1.51,train,013620146,1362
5,AY,2.0,-0.28684696555137634,-10.528343200683594,1.6850000000000003,1.7251190476190479,1.51,1.87,train,013620146,1362
6,AH,2.0,-6.494300365447998,-10.424857139587402,2.0861904761904766,2.10625,1.96,2.3,train,013620146,1362
7,V,2.0,-0.008044679649174213,-13.290817260742188,2.166428571428572,2.2065476190476194,2.3,2.35,train,013620146,1362
8,K,2.0,-0.0012469858629629016,-10.79712200164795,2.3870833333333334,2.4071428571428575,2.35,2.46,train,013620146,1362
9,AA,2.0,-0.18986226618289948,-12.610183715820312,2.547559523809524,2.587678571428572,2.46,2.54,train,013620146,1362
10,R,2.0,-0.0007462085341103375,-5.609408855438232,2.587678571428572,2.6277976190476195,2.54,2.66,train,013620146,1362
11,S,2.0,-0.0017019324004650116,-11.271440505981445,2.6879761904761907,2.7080357142857148,2.66,2.89,train,013620146,1362
0,AA,2.0,-8.585358619689941,-11.933002471923828,0.7648101265822785,0.7849367088607595,0.57,0.73,train,013620162,1362
1,Y,2.0,-0.01223119255155325,-8.051507949829102,0.9056962025316456,0.9660759493670886,0.79,0.95,train,013620162,1362
2,UW,1.8,-5.579217433929443,-9.378541946411133,1.0667088607594937,1.0868354430379747,0.95,1.15,train,013620162,1362
3,AE,2.0,-0.0015697074122726917,-10.56097412109375,1.3283544303797468,1.3484810126582278,1.2,1.37,train,013620162,1362
4,T,2.0,-0.5003560781478882,-12.352107048034668,1.428987341772152,1.449113924050633,1.37,1.42,train,013620162,1362
5,DH,2.0,-5.698734283447266,-10.743634223937988,1.6101265822784812,1.630253164556962,1.42,1.5,train,013620162,1362
6,AH,2.0,-0.011063513346016407,-9.685755729675293,1.8113924050632912,1.8516455696202532,1.5,1.92,train,013620162,1362
7,K,2.0,-0.0009848987683653831,-6.968813896179199,1.9724050632911392,1.9925316455696203,1.95,2.04,train,013620162,1362
8,AA,1.8,-0.0455225370824337,-9.497782707214355,2.1132911392405065,2.1334177215189873,2.04,2.14,train,013620162,1362
9,N,2.0,-0.0060937353409826756,-4.105000019073486,2.1334177215189873,2.1736708860759495,2.14,2.19,train,013620162,1362
10,S,2.0,-0.0064681097865104675,-8.403934478759766,2.2139240506329116,2.2541772151898734,2.19,2.31,train,013620162,1362
11,ER,2.0,-0.0014124636072665453,-7.155124664306641,2.3749367088607594,2.4151898734177215,2.31,2.46,train,013620162,1362
12,T,2.0,-0.0028522866778075695,-9.73924446105957,2.5158227848101267,2.556075949367089,2.46,2.63,train,013620162,1362
0,B,2.0,-0.002108733169734478,-6.64755392074585,0.5825438596491228,0.6026315789473684,0.56,0.6,train,013620175,1362
1,AH,2.0,-4.140186309814453,-10.569540977478027,0.6829824561403508,0.7030701754385964,0.6,0.74,train,013620175,1362
2,T,2.0,-1.0160101652145386,-10.327230453491211,0.7834210526315789,0.8035087719298245,0.74,1.06,train,013620175,1362
3,HH,2.0,-0.06605558842420578,-0.2740963399410248,1.0646491228070174,1.1249122807017544,1.06,1.15,train,013620175,1362
4,IY,2.0,-1.614558219909668,-9.043628692626953,1.1851754385964912,1.2052631578947368,1.15,1.23,train,013620175,1362
5,Z,1.8,-0.005572874564677477,-8.475167274475098,1.245438596491228,1.2856140350877192,1.23,1.36,train,013620175,1362
6,N,2.0,-0.0010708753252401948,-4.330256462097168,1.3860526315789472,1.4262280701754384,1.36,1.45,train,013620175,1362
8,T,1.8,-2.4481091499328613,-11.451457023620605,1.6672807017543858,1.6873684210526314,1.61,1.67,train,013620175,1362
9,S,2.0,-0.0009810879128053784,-9.22375774383545,2.0891228070175436,2.109210526315789,1.67,1.72,train,013620175,1362
10,AH,2.0,-0.10063699632883072,-10.192017555236816,2.209649122807017,2.229736842105263,1.72,1.75,train,013620175,1362
11,P,2.0,-0.004265140276402235,-13.324767112731934,2.3100877192982456,2.3301754385964912,1.75,1.78,train,013620175,1362
